Date,Revenue,Gross Profit,SG&A Expenses,Operating Income,Non-operating Income/Expense,Non-operating Interest Expenses,EBT,Income Tax Provision,Income after Tax,Net Income Common,EPS (Basic),Gross Margin,EBIT Margin,EBT margin,Net Profit Margin,Free Cash Flow Margin,EBITDA,EBIT,"EPS (Diluted, from Cont. Ops)","EPS (Diluted, from Disc. Ops)","EPS (Basic, Consolidated)","EPS (Basic, from Discontinued Ops)","EPS (Basic, from Continuous Ops)",Income from Continuous Operations,Income from Discontinued Operations,Consolidated Net Income/Loss,EBITDA Margin,Operating Cash Flow Margin,Ticker
2016-12-31 00:00:00,367730000.0,367730000.0,153847000.0,189985000.0,,,191602000.0,65430000.0,126172000.0,126172000.0,3.43,1.0,0.5166,0.521,0.3431,0.1937,207823000.0,189985000.0,3.3434,,3.4245,,3.4245,126172000.0,,126172000.0,0.5652,0.2441,MKTX
2016-09-30 00:00:00,352127000.0,352127000.0,147568000.0,178261000.0,,,178261000.0,60763000.0,117498000.0,117498000.0,3.2,1.0,0.5062,0.5062,0.3337,0.1799,196492000.0,178261000.0,3.1152,,3.1918,,3.1918,117498000.0,,117498000.0,0.558,0.2309,MKTX
2016-06-30 00:00:00,336048000.0,336048000.0,143208000.0,167260000.0,,,167260000.0,57965000.0,109295000.0,109295000.0,2.98,1.0,0.4977,0.4977,0.3252,0.1355,185808000.0,167260000.0,2.9005,,2.973,,2.973,109295000.0,,109295000.0,0.5529,0.1899,MKTX
2016-03-31 00:00:00,314900000.0,314900000.0,137442000.0,153768000.0,,,153768000.0,53361000.0,100407000.0,100407000.0,2.74,1.0,0.4883,0.4883,0.3189,0.1401,172379000.0,153768000.0,2.6668,,2.7352,,2.7352,100407000.0,,100407000.0,0.5474,0.196,MKTX
2015-12-31 00:00:00,303098000.0,303098000.0,133343000.0,147900000.0,,,147900000.0,51863000.0,96037000.0,96037000.0,2.62,1.0,0.488,0.488,0.3169,0.36,166442000.0,147900000.0,2.5516,,2.6176,,2.6176,96037000.0,,96037000.0,0.5491,0.4108,MKTX
2015-09-30 00:00:00,296621000.0,296621000.0,133936000.0,144403000.0,,,144403000.0,51221000.0,93182000.0,93182000.0,2.54,1.0,0.4868,0.4868,0.3141,0.3475,162685000.0,144403000.0,2.4741,,2.5383,,2.5383,93182000.0,,93182000.0,0.5485,0.3968,MKTX
2015-06-30 00:00:00,286674000.0,286674000.0,131234000.0,137318000.0,,,137318000.0,49347000.0,87971000.0,87971000.0,2.39,1.0,0.479,0.479,0.3069,0.352,155440000.0,137318000.0,2.3337,,2.3939,,2.3939,87971000.0,,87971000.0,0.5422,0.3981,MKTX
2015-03-31 00:00:00,276147000.0,276147000.0,128947000.0,129330000.0,,,129330000.0,47406000.0,81924000.0,81924000.0,2.22,1.0,0.4683,0.4683,0.2967,0.3468,147200000.0,129330000.0,2.1692,,2.2248,,2.2248,81924000.0,,81924000.0,0.533,0.3978,MKTX
2014-12-31 00:00:00,262774000.0,262774000.0,126859000.0,118536000.0,,,118536000.0,43730000.0,74806000.0,74806000.0,2.02,1.0,0.4511,0.4511,0.2847,0.3622,135915000.0,118536000.0,1.9743,,2.0256,,2.0256,74806000.0,,74806000.0,0.5172,0.4184,MKTX
2014-09-30 00:00:00,253049000.0,253049000.0,126277000.0,109846000.0,,,109846000.0,41206000.0,68640000.0,76304000.0,2.06,1.0,0.4341,0.4341,0.3015,0.2853,126546000.0,109846000.0,1.8111,,2.0632,,1.8671,68640000.0,,76304000.0,0.5001,0.3641,MKTX
2014-06-30 00:00:00,249937000.0,249937000.0,126067000.0,107966000.0,,,107966000.0,38571000.0,69395000.0,77013000.0,2.08,1.0,0.432,0.432,0.3081,0.303,123743000.0,107966000.0,1.8281,,2.0816,,1.8822,69395000.0,,77013000.0,0.4951,0.3883,MKTX
2014-03-31 00:00:00,248480000.0,248480000.0,122205000.0,110317000.0,,,110317000.0,39824000.0,70493000.0,78165000.0,2.11,1.0,0.444,0.444,0.3146,0.2633,124920000.0,110317000.0,1.8587,,2.1149,,1.9108,70493000.0,,78165000.0,0.5027,0.3652,MKTX
2013-12-31 00:00:00,238733000.0,238733000.0,117330000.0,107280000.0,,,107280000.0,38717000.0,68563000.0,76016000.0,2.06,1.0,0.4494,0.4494,0.3184,0.2831,120331000.0,107280000.0,1.81,0.2,2.0609,0.2,1.86,68563000.0,7453000.0,76016000.0,0.504,0.3807,MKTX
2013-09-30 00:00:00,223169000.0,223169000.0,105387000.0,106403000.0,,,106403000.0,31356000.0,75047000.0,73347000.0,1.99,1.0,0.4768,0.4768,0.3287,0.3555,118045000.0,106403000.0,1.984,-0.0456,1.9955,-0.0357,2.0251,75047000.0,-1700000.0,73347000.0,0.5289,0.4286,MKTX
2013-06-30 00:00:00,208438000.0,208438000.0,97289000.0,101515000.0,,,101515000.0,31019000.0,70496000.0,68616000.0,1.87,1.0,0.487,0.487,0.3292,0.3285,111679000.0,101515000.0,1.874,-0.0544,1.8716,-0.0445,1.9151,70496000.0,-1880000.0,68616000.0,0.5358,0.4123,MKTX
2013-03-31 00:00:00,193756000.0,193756000.0,95273000.0,91293000.0,,,91293000.0,27457000.0,63836000.0,61902000.0,1.7,1.0,0.4712,0.4712,0.3195,0.3503,100241000.0,91293000.0,1.7013,,1.6965,,1.7447,63836000.0,,61902000.0,0.5174,0.4051,MKTX
2012-12-31 00:00:00,190840000.0,190840000.0,94712000.0,89370000.0,,,89370000.0,27586000.0,61784000.0,60069000.0,1.65,1.0,0.4683,0.4683,0.3148,0.3732,97603000.0,89370000.0,1.64,,1.645,,1.69,61784000.0,,60069000.0,0.5114,0.4275,MKTX
